
-11.619,-136.745,blue
-0.015,-1.75,yellow
0,-1.75,orange
0,1.75,orange
-3.712,-1.75,yellow
-13.259,-133.513,blue
-14.879,-130.402,blue
-7.226,-1.769,yellow
-10.918,-1.694,yellow
-16.586,-127.113,blue
-18.251,-123.797,blue
-14.472,-2.087,yellow
-17.636,-3.587,yellow
-19.937,-120.45,blue
-21.627,-117.144,blue
-20.286,-5.965,yellow
-23.293,-113.806,blue
-23.028,-8.501,yellow
-24.91,-110.691,blue
-25.254,-11.307,yellow
-26.62,-107.403,blue
-25.725,-14.852,yellow
-28.284,-104.091,blue
-26.287,-18.458,yellow
-29.861,-100.96,blue
-24.617,-21.578,yellow
-31.594,-97.651,blue
-20.969,-21.567,yellow
-33.286,-94.349,blue
-17.449,-22.178,yellow
-34.985,-91.026,blue
-14.816,-24.732,yellow
-36.663,-87.716,blue
-13.397,-28.022,yellow
-38.312,-84.388,blue
-13.433,-31.648,yellow
-39.943,-81.045,blue
-15.59,-34.703,yellow
-41.542,-77.705,blue
-18.726,-36.268,yellow
-22.397,-36.74,yellow
-43.09,-74.335,blue
-25.921,-36.734,yellow
-44.658,-70.932,blue
-46.178,-67.768,blue
-29.597,-36.793,yellow
-47.815,-64.428,blue
-33.339,-36.878,yellow
-37.029,-36.71,yellow
-49.465,-61.062,blue
-40.625,-37.289,yellow
-51.138,-57.743,blue
-52.755,-54.376,blue
-42.743,-40.233,yellow
-54.603,-51.402,blue
-43.965,-43.595,yellow
-45.229,-46.928,yellow
-53.754,-47.948,blue
-50.624,-46.327,blue
-46.526,-50.241,yellow
-49.339,-43.034,blue
-47.143,-53.786,yellow
-44.202,-55.787,yellow
-49.348,-39.429,blue
-48.806,-35.807,blue
-40.602,-55.975,yellow
-36.96,-55.933,yellow
-47.993,-32.295,blue
-33.46,-55.92,yellow
-46.674,-28.935,blue
-44.665,-25.86,blue
-29.729,-55.904,yellow
-42.346,-23.083,blue
-26.008,-55.881,yellow
-22.275,-55.861,yellow
-39.876,-20.336,blue
-37.361,-17.62,blue
-18.548,-55.852,yellow
-14.84,-55.819,yellow
-34.802,-14.891,blue
-11.328,-55.78,yellow
-32.285,-12.151,blue
-29.728,-9.476,blue
-7.815,-55.867,yellow
-4.302,-55.804,yellow
-27.324,-6.926,blue
-0.572,-55.449,yellow
-24.781,-4.256,blue
2.89,-56.362,yellow
-22.175,-1.677,blue
-19.482,0.78,blue
5.455,-59.09,yellow
-16.685,3.035,blue
6.165,-62.65,yellow
5.564,-66.155,yellow
-13.688,5.147,blue
-10.62,7.251,blue
5.186,-69.658,yellow
-7.55,9.32,blue
4.97,-73.37,yellow
-4.628,11.259,blue
4.507,-77.029,yellow
3.458,-80.438,yellow
-1.633,13.195,blue
0.974,-83.018,yellow
1.538,15.246,blue
3.874,12.378,blue
-2.277,-84.459,yellow
7.259,10.776,blue
-5.417,-86.213,yellow
8.423,7.2,blue
-8.001,-88.605,yellow
8.949,3.557,blue
-9.87,-91.788,yellow
-10.736,-95.375,yellow
5.72,1.75,blue
-10.223,-98.889,yellow
2.143,1.745,blue
-1.477,1.762,blue
-8.923,-102.236,yellow
-4.996,1.734,blue
-7.571,-105.482,yellow
-6.378,-108.903,yellow
-8.644,1.766,blue
-12.27,1.763,blue
-5.513,-112.461,yellow
-15.862,1.161,blue
-5.02,-116.091,yellow
-19.076,-0.316,blue
-4.861,-119.718,yellow
-21.774,-2.561,blue
-4.934,-123.435,yellow
-24.484,-5.079,blue
-4.741,-126.936,yellow
-4.303,-130.583,yellow
-26.995,-7.544,blue
-5.504,-134.065,yellow
-28.733,-10.733,blue
-7.964,-136.682,yellow
-29.184,-14.264,blue
-7.795,-140.22,yellow
-29.733,-17.792,blue
-29.408,-21.358,blue
-5.857,-143.246,yellow
-27.024,-24.229,blue
-4.119,-146.305,yellow
-5.994,-149.338,yellow
-23.683,-25.303,blue
-20.089,-25.028,blue
-9.38,-147.809,yellow
-11.587,-145.067,yellow
-17.305,-27.426,blue
-12.925,-141.695,yellow
-16.888,-30.925,blue
-19.898,-32.96,blue
-14.679,-138.446,yellow
-16.273,-135.311,yellow
-23.421,-33.243,blue
-17.975,-132.033,yellow
-26.941,-33.241,blue
-30.685,-33.325,blue
-19.591,-128.924,yellow
-21.273,-125.58,yellow
-34.297,-33.366,blue
-22.939,-122.266,yellow
-37.905,-33.168,blue
-24.641,-118.94,yellow
-41.507,-33.772,blue
-44.27,-36.001,blue
-26.306,-115.603,yellow
-28.007,-112.322,yellow
-46.049,-39.058,blue
-29.736,-108.997,yellow
-47.267,-42.435,blue
-48.567,-45.846,blue
-31.309,-105.87,yellow
-49.847,-49.138,blue
-32.971,-102.566,yellow
-50.606,-52.624,blue
