
-34.697,-99.27,yellow
-36.405,-95.936,yellow
-50.109,-56.245,blue
-38.1,-92.621,yellow
-47.431,-58.61,blue
-43.78,-59.351,blue
-39.793,-89.282,yellow
-41.454,-85.93,yellow
-40.103,-59.473,blue
-36.441,-59.429,blue
-43.092,-82.573,yellow
-32.7,-59.418,blue
-44.605,-79.416,yellow
-28.963,-59.4,blue
-46.07,-76.237,yellow
-25.241,-59.376,blue
-47.618,-72.865,yellow
-49.212,-69.531,yellow
-21.518,-59.359,blue
-50.855,-66.181,yellow
-17.788,-59.349,blue
-52.484,-62.849,yellow
-14.286,-59.31,blue
-10.608,-59.286,blue
-54.169,-59.511,yellow
-55.755,-56.195,yellow
-6.917,-59.39,blue
-57.7,-53.05,yellow
-3.413,-59.226,blue
-58.766,-49.548,yellow
0.119,-59.007,blue
2.646,-61.596,blue
-57.267,-46.119,yellow
2.178,-65.228,blue
-54.078,-44.322,yellow
1.738,-68.707,blue
-52.841,-41.04,yellow
1.534,-72.38,blue
-52.655,-37.344,yellow
1.143,-75.936,blue
-51.97,-33.876,yellow
0.012,-79.35,blue
-51.058,-30.336,yellow
-3.151,-81.031,blue
-49.648,-27.074,yellow
-6.314,-82.611,blue
-47.749,-24.134,yellow
-9.156,-84.748,blue
-45.476,-21.347,yellow
-11.539,-87.5,blue
-43.133,-18.715,yellow
-40.766,-16.136,yellow
-13.212,-90.723,blue
-38.209,-13.415,yellow
-14.143,-94.276,blue
-35.698,-10.688,yellow
-14.093,-97.794,blue
-13.115,-101.217,blue
-33.284,-8.123,yellow
-30.729,-5.444,yellow
-11.756,-104.518,blue
-28.161,-2.715,yellow
-10.404,-107.884,blue
-25.682,-0.202,yellow
-9.354,-111.275,blue
-23.109,2.237,yellow
-8.689,-114.745,blue
-20.404,4.577,yellow
-8.391,-118.306,blue
-17.53,6.741,yellow
-8.394,-121.889,blue
-8.405,-125.473,blue
-14.646,8.736,yellow
-7.942,-129.058,blue
-11.561,10.842,yellow
-8.447,12.928,yellow
-8.918,-132.535,blue
-5.515,14.861,yellow
-11.171,-135.279,blue
-11.619,-136.745,blue
-2.489,16.806,yellow
0.559,18.717,yellow
4.152,19.064,yellow
5.975,15.969,yellow
9.042,13.969,yellow
11.75,11.508,yellow
11.924,7.784,yellow
12.368,4.307,yellow
12.519,0.77,yellow
9.806,-1.457,yellow
6.301,-1.751,yellow
2.628,-1.754,yellow
-0.015,-1.75,yellow
