
-43.099,-1.131,yellow
-69.713,54.362,yellow
-67.567,57.155,yellow
-64.541,59.033,yellow
-60.767,59.136,yellow
-57.146,58.072,yellow
-53.441,57.267,yellow
-49.883,56.434,yellow
-46.393,55.557,yellow
-42.913,54.692,yellow
-39.416,53.817,yellow
-46.548,-0.135,yellow
-35.93,52.907,yellow
-32.471,52.027,yellow
-28.974,51.151,yellow
-25.487,50.24,yellow
-22.018,49.33,yellow
-18.551,48.441,yellow
-15.083,47.587,yellow
-11.587,46.754,yellow
-8.084,45.882,yellow
-4.616,45.027,yellow
-49.763,1.282,yellow
-1.124,44.196,yellow
2.371,43.359,yellow
5.864,42.527,yellow
9.371,41.673,yellow
12.856,40.797,yellow
16.342,39.928,yellow
19.836,39.039,yellow
23.338,38.096,yellow
26.838,37.052,yellow
30.302,35.85,yellow
-52.792,3.072,yellow
33.539,34.497,yellow
36.453,32.471,yellow
38.426,29.277,yellow
39.052,25.651,yellow
38.501,21.968,yellow
37.588,18.463,yellow
36.669,14.971,yellow
35.669,11.472,yellow
34.566,8.018,yellow
33.273,4.439,yellow
-55.538,5.33,yellow
31.316,1.426,yellow
28.179,-0.545,yellow
24.785,-1.404,yellow
21.28,-1.638,yellow
17.701,-1.702,yellow
14.077,-1.757,yellow
10.471,-1.751,yellow
6.886,-1.75,yellow
3.288,-1.746,yellow
0.015,-1.75,yellow
-58.132,8.073,yellow
-60.657,10.87,yellow
-63.612,13.182,yellow
-7.189,-1.788,yellow
-66.976,14.469,yellow
-70.718,14.347,yellow
-73.921,12.619,yellow
-76.263,9.642,yellow
-78.19,6.646,yellow
-80.024,3.626,yellow
-81.799,0.536,yellow
-83.513,-2.575,yellow
-85.112,-5.712,yellow
-86.6,-8.913,yellow
-10.775,-1.784,yellow
-87.725,-12.236,yellow
-87.759,-15.789,yellow
-86.465,-19.094,yellow
-84.045,-21.7,yellow
-80.78,-23.393,yellow
-77.197,-24.061,yellow
-73.683,-23.689,yellow
-70.15,-23.009,yellow
-66.614,-22.354,yellow
-63.07,-21.714,yellow
-14.367,-1.786,yellow
-59.512,-21.099,yellow
-55.913,-20.549,yellow
-52.259,-20.136,yellow
-48.523,-19.956,yellow
-45.008,-20.174,yellow
-41.542,-20.882,yellow
-38.224,-22.026,yellow
-35.061,-23.544,yellow
-32.086,-25.405,yellow
-29.186,-27.8,yellow
-17.96,-1.785,yellow
-26.507,-30.463,yellow
-24.376,-33.245,yellow
-23.472,-36.681,yellow
-24.45,-40.279,yellow
-27.049,-42.652,yellow
-30.671,-43.184,yellow
-34.268,-43.213,yellow
-37.778,-43.518,yellow
-41.408,-43.752,yellow
-44.987,-43.961,yellow
-21.551,-1.785,yellow
-48.527,-44.224,yellow
-52.08,-44.558,yellow
-55.633,-44.928,yellow
-59.15,-45.366,yellow
-62.668,-45.895,yellow
-66.184,-46.481,yellow
-69.686,-47.126,yellow
-73.184,-47.829,yellow
-76.684,-48.574,yellow
-80.196,-49.332,yellow
-25.142,-1.787,yellow
-83.718,-50.082,yellow
-87.246,-50.811,yellow
-90.775,-51.523,yellow
-94.316,-52.213,yellow
-97.87,-52.865,yellow
-101.442,-53.464,yellow
-105.03,-53.995,yellow
-108.642,-54.445,yellow
-112.291,-54.773,yellow
-115.95,-54.948,yellow
-28.743,-1.783,yellow
-119.59,-54.98,yellow
-123.289,-54.922,yellow
-126.891,-54.616,yellow
-130.699,-54.37,yellow
-134.251,-54.289,yellow
-136.866,-51.849,yellow
-135.659,-48.325,yellow
-133.422,-45.408,yellow
-130.948,-42.886,yellow
-128.51,-40.364,yellow
-32.352,-1.751,yellow
-126.038,-37.715,yellow
-123.607,-35.092,yellow
-121.186,-32.458,yellow
-118.8,-29.805,yellow
-116.47,-27.119,yellow
-114.216,-24.391,yellow
-112.101,-21.602,yellow
-110.01,-18.462,yellow
-108.144,-15.185,yellow
-106.485,-11.775,yellow
